spatial_cell,embedding_row,archetype_name
cell_12.986_77.588,4595,Junction Choke Points
cell_12.986_77.589,4596,Junction Choke Points
cell_12.986_77.59,4597,Junction Choke Points
cell_12.986_77.592,4598,Junction Choke Points
cell_12.986_77.593,4599,Junction Choke Points
cell_12.986_77.594,4600,Junction Choke Points
cell_12.986_77.595,4601,Junction Choke Points
cell_12.986_77.598,4602,Commercial Arteries
cell_12.986_77.599,4603,Commercial Arteries
cell_12.986_77.602,4604,Commercial Arteries
cell_12.986_77.604,4605,Commercial Arteries
cell_12.986_77.605,4606,Commercial Arteries
cell_12.986_77.606,4607,Commercial Arteries
cell_12.986_77.607,4608,Commercial Arteries
cell_12.986_77.608,4609,Commercial Arteries
cell_12.986_77.612,4610,Night Spillovers
cell_12.986_77.616,4611,Night Spillovers
cell_12.986_77.617,4612,Night Spillovers
cell_12.986_77.619,4613,Night Spillovers
cell_12.986_77.644,4614,Freight Obstruction Corridors
cell_12.986_77.645,4615,Night Spillovers
cell_12.986_77.646,4616,Night Spillovers
cell_12.986_77.648,4617,Mixed Risk Zone
cell_12.986_77.672,4618,Night Spillovers
cell_12.986_77.708,4619,Night Spillovers
cell_12.986_77.709,4620,Night Spillovers
cell_12.986_77.729,4621,Night Spillovers
cell_12.986_77.731,4622,Night Spillovers
cell_12.986_77.733,4623,Night Spillovers
cell_12.986_77.734,4624,Night Spillovers
cell_12.986_77.735,4625,Night Spillovers
cell_12.986_77.745,4626,Junction Choke Points
cell_12.986_77.746,4627,Junction Choke Points
cell_12.987_77.475,4628,Night Spillovers
cell_12.987_77.476,4629,Night Spillovers
cell_12.987_77.477,4630,Night Spillovers
cell_12.987_77.491,4631,Night Spillovers
cell_12.987_77.493,4632,Night Spillovers
cell_12.987_77.519,4633,Night Spillovers
cell_12.987_77.52,4634,Mixed Risk Zone
cell_12.987_77.521,4635,Night Spillovers
cell_12.987_77.537,4636,Junction Choke Points
cell_12.987_77.538,4637,Junction Choke Points
cell_12.987_77.539,4638,Junction Choke Points
cell_12.987_77.54,4639,Night Spillovers
cell_12.987_77.549,4640,Junction Choke Points
cell_12.987_77.55,4641,Junction Choke Points
cell_12.987_77.551,4642,Junction Choke Points
cell_12.987_77.552,4643,Junction Choke Points
cell_12.987_77.554,4644,Junction Choke Points
cell_12.987_77.555,4645,Junction Choke Points
cell_12.987_77.556,4646,Junction Choke Points
cell_12.987_77.559,4647,Junction Choke Points
cell_12.987_77.56,4648,Junction Choke Points
cell_12.987_77.568,4649,Night Spillovers
cell_12.987_77.572,4650,Night Spillovers
cell_12.987_77.573,4651,Night Spillovers
cell_12.987_77.574,4652,Junction Choke Points
cell_12.987_77.575,4653,Night Spillovers
cell_12.987_77.578,4654,Junction Choke Points
cell_12.987_77.579,4655,Junction Choke Points
cell_12.987_77.58,4656,Junction Choke Points
cell_12.987_77.581,4657,Junction Choke Points
cell_12.987_77.583,4658,Junction Choke Points
cell_12.987_77.589,4659,Freight Obstruction Corridors
cell_12.987_77.591,4660,Junction Choke Points
cell_12.987_77.592,4661,Junction Choke Points
cell_12.987_77.594,4662,Junction Choke Points
cell_12.987_77.595,4663,Junction Choke Points
cell_12.987_77.598,4664,Commercial Arteries
cell_12.987_77.599,4665,Commercial Arteries
cell_12.987_77.602,4666,Commercial Arteries
cell_12.987_77.604,4667,Commercial Arteries
cell_12.987_77.605,4668,Freight Obstruction Corridors
cell_12.987_77.608,4669,Freight Obstruction Corridors
cell_12.987_77.609,4670,Freight Obstruction Corridors
cell_12.987_77.613,4671,Night Spillovers
cell_12.987_77.619,4672,Night Spillovers
cell_12.987_77.62,4673,Night Spillovers
cell_12.987_77.645,4674,Night Spillovers
cell_12.987_77.648,4675,Night Spillovers
cell_12.987_77.649,4676,Mixed Risk Zone
cell_12.987_77.664,4677,Night Spillovers
cell_12.987_77.69,4678,Freight Obstruction Corridors
cell_12.987_77.709,4679,Night Spillovers
cell_12.987_77.71,4680,Night Spillovers
cell_12.987_77.733,4681,Night Spillovers
cell_12.987_77.734,4682,Night Spillovers
cell_12.987_77.735,4683,Night Spillovers
cell_12.987_77.736,4684,Night Spillovers
cell_12.988_77.473,4685,Night Spillovers
cell_12.988_77.474,4686,Freight Obstruction Corridors
cell_12.988_77.475,4687,Night Spillovers
cell_12.988_77.493,4688,Night Spillovers
cell_12.988_77.494,4689,Mixed Risk Zone
cell_12.988_77.509,4690,Freight Obstruction Corridors
cell_12.988_77.51,4691,Freight Obstruction Corridors
cell_12.988_77.516,4692,Junction Choke Points
cell_12.988_77.519,4693,Night Spillovers
cell_12.988_77.52,4694,Night Spillovers
cell_12.988_77.521,4695,Night Spillovers
cell_12.988_77.536,4696,Mixed Risk Zone
cell_12.988_77.537,4697,Junction Choke Points
cell_12.988_77.538,4698,Commercial Arteries
cell_12.988_77.539,4699,Junction Choke Points
cell_12.988_77.548,4700,Junction Choke Points
cell_12.988_77.549,4701,Junction Choke Points
cell_12.988_77.55,4702,Junction Choke Points
cell_12.988_77.551,4703,Junction Choke Points
cell_12.988_77.552,4704,Junction Choke Points
cell_12.988_77.553,4705,Junction Choke Points
cell_12.988_77.554,4706,Junction Choke Points
cell_12.988_77.555,4707,Junction Choke Points
cell_12.988_77.556,4708,Junction Choke Points
cell_12.988_77.558,4709,Junction Choke Points
cell_12.988_77.56,4710,Junction Choke Points
cell_12.988_77.568,4711,Night Spillovers
cell_12.988_77.572,4712,Night Spillovers
cell_12.988_77.573,4713,Night Spillovers
cell_12.988_77.574,4714,Freight Obstruction Corridors
cell_12.988_77.575,4715,Junction Choke Points
cell_12.988_77.576,4716,Junction Choke Points
cell_12.988_77.577,4717,Junction Choke Points
cell_12.988_77.578,4718,Junction Choke Points
cell_12.988_77.579,4719,Junction Choke Points
cell_12.988_77.58,4720,Junction Choke Points
cell_12.988_77.581,4721,Junction Choke Points
cell_12.988_77.583,4722,Junction Choke Points
cell_12.988_77.589,4723,Junction Choke Points
cell_12.988_77.591,4724,Junction Choke Points
cell_12.988_77.592,4725,Junction Choke Points
cell_12.988_77.594,4726,Night Spillovers
cell_12.988_77.595,4727,Junction Choke Points
cell_12.988_77.596,4728,Junction Choke Points
cell_12.988_77.599,4729,Commercial Arteries
cell_12.988_77.602,4730,Commercial Arteries
cell_12.988_77.603,4731,Commercial Arteries
cell_12.988_77.604,4732,Commercial Arteries
cell_12.988_77.609,4733,Night Spillovers
cell_12.988_77.61,4734,Night Spillovers
cell_12.988_77.613,4735,Night Spillovers
cell_12.988_77.617,4736,Night Spillovers
cell_12.988_77.618,4737,Night Spillovers
cell_12.988_77.619,4738,Night Spillovers
cell_12.988_77.664,4739,Night Spillovers
cell_12.988_77.687,4740,Freight Obstruction Corridors
cell_12.988_77.707,4741,Night Spillovers
cell_12.988_77.708,4742,Night Spillovers
cell_12.988_77.709,4743,Night Spillovers
cell_12.988_77.71,4744,Mixed Risk Zone
cell_12.988_77.711,4745,Mixed Risk Zone
cell_12.988_77.729,4746,Night Spillovers
cell_12.988_77.73,4747,Freight Obstruction Corridors
cell_12.988_77.731,4748,Night Spillovers
cell_12.988_77.732,4749,Night Spillovers
cell_12.988_77.734,4750,Junction Choke Points
cell_12.988_77.735,4751,Night Spillovers
cell_12.988_77.736,4752,Night Spillovers
cell_12.988_77.754,4753,Freight Obstruction Corridors
cell_12.989_77.448,4754,Night Spillovers
cell_12.989_77.449,4755,Night Spillovers
cell_12.989_77.472,4756,Night Spillovers
cell_12.989_77.473,4757,Night Spillovers
cell_12.989_77.499,4758,Night Spillovers
cell_12.989_77.5,4759,Night Spillovers
cell_12.989_77.501,4760,Night Spillovers
cell_12.989_77.506,4761,Night Spillovers
cell_12.989_77.507,4762,Night Spillovers
cell_12.989_77.508,4763,Night Spillovers
cell_12.989_77.538,4764,Commercial Arteries
cell_12.989_77.546,4765,Junction Choke Points
cell_12.989_77.547,4766,Junction Choke Points
cell_12.989_77.548,4767,Junction Choke Points
cell_12.989_77.55,4768,Junction Choke Points
cell_12.989_77.551,4769,Junction Choke Points
cell_12.989_77.552,4770,Junction Choke Points
cell_12.989_77.553,4771,Junction Choke Points
cell_12.989_77.554,4772,Junction Choke Points
cell_12.989_77.556,4773,Junction Choke Points
cell_12.989_77.559,4774,Junction Choke Points
cell_12.989_77.572,4775,Night Spillovers
cell_12.989_77.573,4776,Night Spillovers
cell_12.989_77.574,4777,Night Spillovers
cell_12.989_77.575,4778,Night Spillovers
cell_12.989_77.576,4779,Junction Choke Points
cell_12.989_77.578,4780,Junction Choke Points
cell_12.989_77.579,4781,Junction Choke Points
cell_12.989_77.58,4782,Junction Choke Points
cell_12.989_77.582,4783,Junction Choke Points
cell_12.989_77.589,4784,Junction Choke Points
cell_12.989_77.592,4785,Junction Choke Points
cell_12.989_77.593,4786,Junction Choke Points
cell_12.989_77.594,4787,Night Spillovers
cell_12.989_77.598,4788,Junction Choke Points
cell_12.989_77.599,4789,Commercial Arteries
cell_12.989_77.602,4790,Commercial Arteries
cell_12.989_77.603,4791,Commercial Arteries
cell_12.989_77.604,4792,Mixed Risk Zone
cell_12.989_77.609,4793,Night Spillovers
cell_12.989_77.61,4794,Freight Obstruction Corridors
cell_12.989_77.613,4795,Night Spillovers
cell_12.989_77.616,4796,Night Spillovers
cell_12.989_77.617,4797,Night Spillovers
cell_12.989_77.618,4798,Night Spillovers
cell_12.989_77.689,4799,Night Spillovers
cell_12.989_77.71,4800,Night Spillovers
cell_12.989_77.711,4801,Junction Choke Points
cell_12.989_77.712,4802,Night Spillovers
cell_12.989_77.713,4803,Night Spillovers
cell_12.989_77.728,4804,Night Spillovers
cell_12.989_77.729,4805,Night Spillovers
cell_12.989_77.733,4806,Night Spillovers
cell_12.989_77.749,4807,Night Spillovers
cell_12.98_77.51,4808,Night Spillovers
cell_12.98_77.511,4809,Night Spillovers
cell_12.98_77.512,4810,Night Spillovers
cell_12.98_77.517,4811,Freight Obstruction Corridors
cell_12.98_77.534,4812,Junction Choke Points
cell_12.98_77.537,4813,Night Spillovers
cell_12.98_77.538,4814,Junction Choke Points
cell_12.98_77.539,4815,Junction Choke Points
cell_12.98_77.54,4816,Junction Choke Points
cell_12.98_77.548,4817,Junction Choke Points
cell_12.98_77.549,4818,Junction Choke Points
cell_12.98_77.554,4819,Junction Choke Points
cell_12.98_77.555,4820,Junction Choke Points
cell_12.98_77.556,4821,Junction Choke Points
cell_12.98_77.557,4822,Junction Choke Points
cell_12.98_77.558,4823,Junction Choke Points
cell_12.98_77.559,4824,Junction Choke Points
cell_12.98_77.564,4825,Junction Choke Points
cell_12.98_77.565,4826,Junction Choke Points
cell_12.98_77.57,4827,Freight Obstruction Corridors
cell_12.98_77.571,4828,Junction Choke Points
cell_12.98_77.572,4829,Junction Choke Points
cell_12.98_77.573,4830,Commercial Arteries
cell_12.98_77.574,4831,Commercial Arteries
cell_12.98_77.575,4832,Weekend Event Zones
cell_12.98_77.576,4833,Commercial Arteries
cell_12.98_77.577,4834,Commercial Arteries
cell_12.98_77.578,4835,Commercial Arteries
cell_12.98_77.579,4836,Commercial Arteries
cell_12.98_77.58,4837,Commercial Arteries
cell_12.98_77.581,4838,Commercial Arteries
cell_12.98_77.582,4839,Junction Choke Points
cell_12.98_77.585,4840,Junction Choke Points
cell_12.98_77.586,4841,Mixed Risk Zone
cell_12.98_77.587,4842,Junction Choke Points
cell_12.98_77.588,4843,Junction Choke Points
cell_12.98_77.59,4844,Junction Choke Points
cell_12.98_77.591,4845,Junction Choke Points
cell_12.98_77.592,4846,Junction Choke Points
cell_12.98_77.593,4847,Junction Choke Points
cell_12.98_77.594,4848,Junction Choke Points
cell_12.98_77.595,4849,Junction Choke Points
cell_12.98_77.597,4850,Junction Choke Points
cell_12.98_77.598,4851,Junction Choke Points
cell_12.98_77.599,4852,Junction Choke Points
cell_12.98_77.6,4853,Commercial Arteries
cell_12.98_77.601,4854,Commercial Arteries
cell_12.98_77.602,4855,Commercial Arteries
cell_12.98_77.603,4856,Commercial Arteries
cell_12.98_77.604,4857,Commercial Arteries
cell_12.98_77.605,4858,Commercial Arteries
cell_12.98_77.606,4859,Commercial Arteries
cell_12.98_77.607,4860,Weekend Event Zones
cell_12.98_77.608,4861,Commercial Arteries
cell_12.98_77.609,4862,Commercial Arteries
cell_12.98_77.61,4863,Weekend Event Zones
cell_12.98_77.611,4864,Commercial Arteries
cell_12.98_77.612,4865,Commercial Arteries
cell_12.98_77.613,4866,Commercial Arteries
cell_12.98_77.614,4867,Weekend Event Zones
cell_12.98_77.615,4868,Night Spillovers
cell_12.98_77.629,4869,Junction Choke Points
cell_12.98_77.63,4870,Junction Choke Points
cell_12.98_77.64,4871,Night Spillovers
cell_12.98_77.641,4872,Mixed Risk Zone
cell_12.98_77.646,4873,Freight Obstruction Corridors
cell_12.98_77.647,4874,Freight Obstruction Corridors
cell_12.98_77.652,4875,Night Spillovers
cell_12.98_77.653,4876,Night Spillovers
cell_12.98_77.654,4877,Night Spillovers
cell_12.98_77.694,4878,Junction Choke Points
cell_12.98_77.695,4879,Junction Choke Points
cell_12.98_77.709,4880,Junction Choke Points
cell_12.98_77.71,4881,Night Spillovers
cell_12.98_77.722,4882,Night Spillovers
cell_12.98_77.724,4883,Night Spillovers
cell_12.98_77.725,4884,Night Spillovers
cell_12.98_77.727,4885,Night Spillovers
cell_12.98_77.728,4886,Night Spillovers
cell_12.98_77.734,4887,Mixed Risk Zone
cell_12.98_77.751,4888,Night Spillovers
cell_12.98_77.752,4889,Night Spillovers
cell_12.991_77.488,4890,Night Spillovers
cell_12.991_77.502,4891,Night Spillovers
cell_12.991_77.504,4892,Night Spillovers
cell_12.991_77.505,4893,Night Spillovers
cell_12.991_77.521,4894,Night Spillovers
cell_12.991_77.538,4895,Junction Choke Points
cell_12.991_77.551,4896,Junction Choke Points
cell_12.991_77.552,4897,Junction Choke Points
cell_12.991_77.553,4898,Junction Choke Points
cell_12.991_77.554,4899,Junction Choke Points
cell_12.991_77.555,4900,Junction Choke Points
cell_12.991_77.556,4901,Junction Choke Points
cell_12.991_77.557,4902,Junction Choke Points
cell_12.991_77.558,4903,Junction Choke Points
cell_12.991_77.565,4904,Freight Obstruction Corridors
cell_12.991_77.568,4905,Night Spillovers
cell_12.991_77.571,4906,Commercial Arteries
cell_12.991_77.572,4907,Night Spillovers
cell_12.991_77.573,4908,Night Spillovers
cell_12.991_77.574,4909,Night Spillovers
cell_12.991_77.575,4910,Night Spillovers
cell_12.991_77.579,4911,Junction Choke Points
cell_12.991_77.586,4912,Night Spillovers
cell_12.991_77.587,4913,Junction Choke Points
cell_12.991_77.588,4914,Junction Choke Points
cell_12.991_77.589,4915,Weekend Event Zones
cell_12.991_77.593,4916,Freight Obstruction Corridors
cell_12.991_77.594,4917,Freight Obstruction Corridors
cell_12.991_77.595,4918,Night Spillovers
cell_12.991_77.596,4919,Night Spillovers
cell_12.991_77.599,4920,Night Spillovers
cell_12.991_77.6,4921,Commercial Arteries
cell_12.991_77.601,4922,Commercial Arteries
cell_12.991_77.604,4923,Commercial Arteries
cell_12.991_77.605,4924,Night Spillovers
cell_12.991_77.606,4925,Night Spillovers
cell_12.991_77.607,4926,Night Spillovers
cell_12.991_77.608,4927,Night Spillovers
cell_12.991_77.609,4928,Mixed Risk Zone
cell_12.991_77.612,4929,Night Spillovers
cell_12.991_77.613,4930,Night Spillovers
cell_12.991_77.614,4931,Night Spillovers
cell_12.991_77.615,4932,Night Spillovers
cell_12.991_77.652,4933,Night Spillovers
cell_12.991_77.656,4934,Junction Choke Points
cell_12.991_77.657,4935,Night Spillovers
cell_12.991_77.659,4936,Night Spillovers
cell_12.991_77.661,4937,Night Spillovers
cell_12.991_77.687,4938,Mixed Risk Zone
cell_12.991_77.688,4939,Night Spillovers
cell_12.991_77.712,4940,Night Spillovers
cell_12.991_77.714,4941,Night Spillovers
cell_12.991_77.715,4942,Night Spillovers
cell_12.991_77.718,4943,Night Spillovers
cell_12.991_77.72,4944,Mixed Risk Zone
cell_12.991_77.721,4945,Night Spillovers
cell_12.991_77.756,4946,Junction Choke Points
cell_12.992_77.521,4947,Night Spillovers
cell_12.992_77.534,4948,Night Spillovers
cell_12.992_77.538,4949,Junction Choke Points
cell_12.992_77.539,4950,Junction Choke Points
cell_12.992_77.542,4951,Junction Choke Points
cell_12.992_77.543,4952,Freight Obstruction Corridors
cell_12.992_77.551,4953,Junction Choke Points
cell_12.992_77.552,4954,Junction Choke Points
cell_12.992_77.553,4955,Junction Choke Points
cell_12.992_77.554,4956,Junction Choke Points
cell_12.992_77.555,4957,Junction Choke Points
cell_12.992_77.556,4958,Junction Choke Points
cell_12.992_77.557,4959,Junction Choke Points
cell_12.992_77.558,4960,Junction Choke Points
cell_12.992_77.559,4961,Junction Choke Points
cell_12.992_77.566,4962,Night Spillovers
cell_12.992_77.568,4963,Night Spillovers
cell_12.992_77.571,4964,Commercial Arteries
cell_12.992_77.572,4965,Night Spillovers
cell_12.992_77.573,4966,Night Spillovers
cell_12.992_77.574,4967,Junction Choke Points
cell_12.992_77.575,4968,Night Spillovers
cell_12.992_77.588,4969,Junction Choke Points
cell_12.992_77.589,4970,Junction Choke Points
cell_12.992_77.59,4971,Night Spillovers
cell_12.992_77.591,4972,Night Spillovers
cell_12.992_77.592,4973,Night Spillovers
cell_12.992_77.594,4974,Night Spillovers
cell_12.992_77.595,4975,Night Spillovers
cell_12.992_77.6,4976,Commercial Arteries
cell_12.992_77.604,4977,Night Spillovers
cell_12.992_77.605,4978,Night Spillovers
cell_12.992_77.606,4979,Night Spillovers
cell_12.992_77.607,4980,Freight Obstruction Corridors
cell_12.992_77.61,4981,Night Spillovers
cell_12.992_77.611,4982,Night Spillovers
cell_12.992_77.612,4983,Night Spillovers
cell_12.992_77.613,4984,Night Spillovers
cell_12.992_77.614,4985,Night Spillovers
cell_12.992_77.651,4986,Night Spillovers
cell_12.992_77.652,4987,Night Spillovers
cell_12.992_77.653,4988,Junction Choke Points
cell_12.992_77.658,4989,Night Spillovers
cell_12.992_77.659,4990,Night Spillovers
cell_12.992_77.66,4991,Night Spillovers
cell_12.992_77.664,4992,Night Spillovers
cell_12.992_77.687,4993,Night Spillovers
cell_12.992_77.706,4994,Freight Obstruction Corridors
cell_12.992_77.709,4995,Night Spillovers
cell_12.992_77.712,4996,Night Spillovers
cell_12.992_77.713,4997,Night Spillovers
cell_12.992_77.714,4998,Night Spillovers
cell_12.992_77.715,4999,Night Spillovers
cell_12.992_77.716,5000,Night Spillovers
cell_12.992_77.717,5001,Mixed Risk Zone
cell_12.992_77.718,5002,Mixed Risk Zone
cell_12.992_77.719,5003,Night Spillovers
cell_12.992_77.72,5004,Night Spillovers
cell_12.992_77.721,5005,Mixed Risk Zone
cell_12.993_77.508,5006,Night Spillovers
cell_12.993_77.534,5007,Mixed Risk Zone
cell_12.993_77.538,5008,Freight Obstruction Corridors
cell_12.993_77.539,5009,Junction Choke Points
cell_12.993_77.551,5010,Junction Choke Points
cell_12.993_77.552,5011,Junction Choke Points
cell_12.993_77.553,5012,Weekend Event Zones
cell_12.993_77.554,5013,Junction Choke Points
cell_12.993_77.555,5014,Junction Choke Points
