spatial_cell,organic_cluster_id,archetype_id,archetype_name,lifecycle_state
cell_12.93_77.546,321,4,Freight Obstruction Corridors,Stable
cell_12.93_77.552,321,1,Night Spillovers,Stable
cell_12.93_77.554,-1,4,Freight Obstruction Corridors,Stable
cell_12.93_77.555,-1,4,Freight Obstruction Corridors,Stable
cell_12.93_77.567,320,1,Night Spillovers,Stable
cell_12.93_77.572,-1,0,Junction Choke Points,Stable
cell_12.93_77.573,-1,0,Junction Choke Points,Stable
cell_12.93_77.58,-1,0,Junction Choke Points,Stable
cell_12.93_77.581,855,0,Junction Choke Points,Growing
cell_12.93_77.583,-1,0,Junction Choke Points,Stable
cell_12.93_77.584,785,0,Junction Choke Points,Growing
cell_12.93_77.585,-1,4,Freight Obstruction Corridors,Stable
cell_12.93_77.586,-1,0,Junction Choke Points,Stable
cell_12.93_77.607,-1,1,Night Spillovers,Stable
cell_12.93_77.609,-1,1,Night Spillovers,Stable
cell_12.93_77.61,601,0,Junction Choke Points,Emerging
cell_12.93_77.613,-1,0,Junction Choke Points,Stable
cell_12.93_77.614,-1,4,Freight Obstruction Corridors,Stable
cell_12.93_77.615,-1,0,Junction Choke Points,Stable
cell_12.93_77.616,-1,4,Freight Obstruction Corridors,Stable
cell_12.93_77.625,-1,1,Night Spillovers,Stable
cell_12.93_77.628,-1,4,Freight Obstruction Corridors,Stable
cell_12.93_77.629,-1,4,Freight Obstruction Corridors,Stable
cell_12.93_77.63,-1,1,Night Spillovers,Stable
cell_12.93_77.632,-1,1,Night Spillovers,Stable
cell_12.93_77.633,-1,1,Night Spillovers,Declining
cell_12.93_77.634,-1,1,Night Spillovers,Stable
cell_12.93_77.679,-1,1,Night Spillovers,Stable
cell_12.93_77.68,-1,4,Freight Obstruction Corridors,Stable
cell_12.93_77.683,-1,2,Commercial Arteries,Stable
cell_12.93_77.684,-1,1,Night Spillovers,Stable
cell_12.93_77.685,-1,3,Weekend Event Zones,Emerging
cell_12.93_77.686,836,2,Commercial Arteries,Emerging
cell_12.93_77.687,-1,2,Commercial Arteries,Stable
cell_12.93_77.688,-1,2,Commercial Arteries,Stable
cell_12.93_77.695,344,0,Junction Choke Points,Emerging
cell_12.93_77.74,-1,1,Night Spillovers,Stable
cell_12.941_77.493,58,1,Night Spillovers,Stable
cell_12.941_77.494,58,1,Night Spillovers,Stable
cell_12.941_77.524,790,1,Night Spillovers,Stable
cell_12.941_77.525,790,1,Night Spillovers,Declining
cell_12.941_77.532,612,4,Freight Obstruction Corridors,Stable
cell_12.941_77.535,-1,4,Freight Obstruction Corridors,Stable
cell_12.941_77.561,964,1,Night Spillovers,Stable
cell_12.941_77.565,-1,4,Freight Obstruction Corridors,Stable
cell_12.941_77.566,999,1,Night Spillovers,Stable
cell_12.941_77.567,999,1,Night Spillovers,Stable
cell_12.941_77.57,-1,0,Junction Choke Points,Stable
cell_12.941_77.571,1136,0,Junction Choke Points,Stable
cell_12.941_77.572,-1,0,Junction Choke Points,Stable
cell_12.941_77.573,1007,0,Junction Choke Points,Stable
cell_12.941_77.574,1007,0,Junction Choke Points,Stable
cell_12.941_77.577,-1,0,Junction Choke Points,Stable
cell_12.941_77.584,887,0,Junction Choke Points,Emerging
cell_12.941_77.585,881,1,Night Spillovers,Declining
cell_12.941_77.609,536,0,Junction Choke Points,Growing
cell_12.941_77.615,-1,1,Night Spillovers,Stable
cell_12.941_77.62,607,5,Mixed Risk Zone,Stable
cell_12.941_77.621,608,1,Night Spillovers,Stable
cell_12.941_77.624,-1,1,Night Spillovers,Stable
cell_12.941_77.625,-1,5,Mixed Risk Zone,Stable
cell_12.941_77.627,-1,1,Night Spillovers,Stable
cell_12.941_77.696,-1,2,Commercial Arteries,Emerging
cell_12.941_77.697,374,2,Commercial Arteries,Growing
cell_12.941_77.747,83,1,Night Spillovers,Stable
cell_12.942_77.494,58,1,Night Spillovers,Stable
cell_12.942_77.495,58,1,Night Spillovers,Stable
cell_12.942_77.496,58,1,Night Spillovers,Stable
cell_12.942_77.525,795,0,Junction Choke Points,Stable
cell_12.942_77.526,795,0,Junction Choke Points,Stable
cell_12.942_77.531,-1,0,Junction Choke Points,Stable
cell_12.942_77.548,315,5,Mixed Risk Zone,Stable
cell_12.942_77.549,315,5,Mixed Risk Zone,Stable
cell_12.942_77.558,-1,4,Freight Obstruction Corridors,Stable
cell_12.942_77.559,-1,1,Night Spillovers,Stable
cell_12.942_77.56,964,1,Night Spillovers,Stable
cell_12.942_77.561,964,1,Night Spillovers,Stable
cell_12.942_77.562,964,1,Night Spillovers,Stable
cell_12.942_77.563,964,1,Night Spillovers,Stable
cell_12.942_77.564,964,1,Night Spillovers,Stable
cell_12.942_77.565,964,1,Night Spillovers,Stable
cell_12.942_77.566,999,1,Night Spillovers,Stable
cell_12.942_77.567,999,1,Night Spillovers,Growing
cell_12.942_77.568,999,1,Night Spillovers,Stable
cell_12.942_77.571,-1,0,Junction Choke Points,Emerging
cell_12.942_77.572,1035,0,Junction Choke Points,Emerging
cell_12.942_77.573,1035,0,Junction Choke Points,Stable
cell_12.942_77.574,-1,0,Junction Choke Points,Stable
cell_12.942_77.58,-1,0,Junction Choke Points,Stable
cell_12.942_77.584,-1,4,Freight Obstruction Corridors,Stable
cell_12.942_77.585,881,1,Night Spillovers,Stable
cell_12.942_77.594,-1,1,Night Spillovers,Stable
cell_12.942_77.603,426,4,Freight Obstruction Corridors,Stable
cell_12.942_77.608,536,0,Junction Choke Points,Stable
cell_12.942_77.609,536,0,Junction Choke Points,Stable
cell_12.942_77.613,-1,1,Night Spillovers,Stable
cell_12.942_77.615,-1,5,Mixed Risk Zone,Stable
cell_12.942_77.621,608,4,Freight Obstruction Corridors,Stable
cell_12.942_77.622,608,1,Night Spillovers,Stable
cell_12.942_77.623,608,1,Night Spillovers,Stable
cell_12.942_77.624,-1,1,Night Spillovers,Stable
cell_12.942_77.631,-1,1,Night Spillovers,Stable
cell_12.942_77.684,-1,1,Night Spillovers,Stable
cell_12.942_77.685,-1,2,Commercial Arteries,Stable
cell_12.942_77.696,374,2,Commercial Arteries,Stable
cell_12.942_77.697,400,2,Commercial Arteries,Emerging
cell_12.942_77.747,83,1,Night Spillovers,Stable
cell_12.942_77.748,83,1,Night Spillovers,Stable
cell_12.943_77.494,58,1,Night Spillovers,Stable
cell_12.943_77.526,795,0,Junction Choke Points,Growing
cell_12.943_77.527,-1,0,Junction Choke Points,Stable
cell_12.943_77.531,-1,0,Junction Choke Points,Stable
cell_12.943_77.537,-1,4,Freight Obstruction Corridors,Stable
cell_12.943_77.538,-1,4,Freight Obstruction Corridors,Stable
cell_12.943_77.539,-1,1,Night Spillovers,Stable
cell_12.943_77.547,315,0,Junction Choke Points,Stable
cell_12.943_77.548,315,5,Mixed Risk Zone,Stable
cell_12.943_77.549,315,5,Mixed Risk Zone,Stable
cell_12.943_77.558,-1,1,Night Spillovers,Stable
cell_12.943_77.567,999,1,Night Spillovers,Stable
cell_12.943_77.568,999,1,Night Spillovers,Growing
cell_12.943_77.57,-1,1,Night Spillovers,Stable
cell_12.943_77.571,1329,3,Weekend Event Zones,Stable
cell_12.943_77.572,-1,0,Junction Choke Points,Stable
cell_12.943_77.573,-1,0,Junction Choke Points,Stable
cell_12.943_77.574,-1,0,Junction Choke Points,Stable
cell_12.943_77.577,-1,0,Junction Choke Points,Stable
cell_12.943_77.58,-1,0,Junction Choke Points,Stable
cell_12.943_77.585,880,5,Mixed Risk Zone,Stable
cell_12.943_77.586,-1,1,Night Spillovers,Stable
cell_12.943_77.594,-1,5,Mixed Risk Zone,Stable
cell_12.943_77.595,-1,5,Mixed Risk Zone,Stable
cell_12.943_77.597,-1,0,Junction Choke Points,Stable
cell_12.943_77.603,426,0,Junction Choke Points,Stable
cell_12.943_77.608,536,0,Junction Choke Points,Stable
cell_12.943_77.622,-1,1,Night Spillovers,Stable
cell_12.943_77.623,-1,0,Junction Choke Points,Stable
cell_12.943_77.624,-1,1,Night Spillovers,Stable
cell_12.943_77.697,400,2,Commercial Arteries,Emerging
cell_12.943_77.698,436,2,Commercial Arteries,Stable
cell_12.943_77.699,-1,2,Commercial Arteries,Stable
cell_12.943_77.747,83,1,Night Spillovers,Declining
cell_12.943_77.748,83,1,Night Spillovers,Stable
cell_12.943_77.749,83,1,Night Spillovers,Stable
cell_12.943_77.75,-1,5,Mixed Risk Zone,Stable
cell_12.943_77.751,-1,1,Night Spillovers,Stable
cell_12.944_77.495,58,1,Night Spillovers,Stable
cell_12.944_77.525,-1,5,Mixed Risk Zone,Stable
cell_12.944_77.526,816,0,Junction Choke Points,Stable
cell_12.944_77.527,816,0,Junction Choke Points,Stable
cell_12.944_77.529,-1,4,Freight Obstruction Corridors,Stable
cell_12.944_77.53,-1,0,Junction Choke Points,Stable
cell_12.944_77.539,-1,4,Freight Obstruction Corridors,Stable
cell_12.944_77.543,-1,5,Mixed Risk Zone,Stable
cell_12.944_77.568,999,1,Night Spillovers,Stable
cell_12.944_77.57,-1,0,Junction Choke Points,Stable
cell_12.944_77.571,1252,3,Weekend Event Zones,Stable
cell_12.944_77.572,-1,0,Junction Choke Points,Growing
cell_12.944_77.573,1040,0,Junction Choke Points,Emerging
cell_12.944_77.574,1040,0,Junction Choke Points,Growing
cell_12.944_77.575,-1,0,Junction Choke Points,Stable
cell_12.944_77.576,-1,0,Junction Choke Points,Stable
cell_12.944_77.577,-1,0,Junction Choke Points,Stable
cell_12.944_77.58,-1,0,Junction Choke Points,Stable
cell_12.944_77.584,880,0,Junction Choke Points,Stable
cell_12.944_77.585,880,0,Junction Choke Points,Stable
cell_12.944_77.586,880,1,Night Spillovers,Stable
cell_12.944_77.587,880,1,Night Spillovers,Stable
cell_12.944_77.594,890,0,Junction Choke Points,Stable
cell_12.944_77.595,890,0,Junction Choke Points,Stable
cell_12.944_77.597,889,0,Junction Choke Points,Stable
cell_12.944_77.603,426,0,Junction Choke Points,Stable
cell_12.944_77.604,426,0,Junction Choke Points,Stable
cell_12.944_77.607,536,0,Junction Choke Points,Stable
cell_12.944_77.608,536,0,Junction Choke Points,Stable
cell_12.944_77.609,-1,0,Junction Choke Points,Stable
cell_12.944_77.612,-1,0,Junction Choke Points,Stable
cell_12.944_77.621,-1,1,Night Spillovers,Stable
cell_12.944_77.624,-1,1,Night Spillovers,Stable
cell_12.944_77.63,-1,1,Night Spillovers,Stable
cell_12.944_77.639,-1,1,Night Spillovers,Stable
cell_12.944_77.68,-1,2,Commercial Arteries,Stable
cell_12.944_77.697,437,2,Commercial Arteries,Emerging
cell_12.944_77.698,437,2,Commercial Arteries,Stable
cell_12.944_77.699,-1,2,Commercial Arteries,Stable
cell_12.944_77.747,83,5,Mixed Risk Zone,Stable
cell_12.944_77.748,-1,0,Junction Choke Points,Stable
cell_12.945_77.49,58,0,Junction Choke Points,Stable
cell_12.945_77.495,58,1,Night Spillovers,Stable
cell_12.945_77.496,58,5,Mixed Risk Zone,Stable
cell_12.945_77.527,816,0,Junction Choke Points,Stable
cell_12.945_77.528,-1,0,Junction Choke Points,Stable
cell_12.945_77.529,-1,0,Junction Choke Points,Stable
cell_12.945_77.53,-1,0,Junction Choke Points,Stable
cell_12.945_77.531,-1,0,Junction Choke Points,Stable
cell_12.945_77.568,-1,0,Junction Choke Points,Stable
cell_12.945_77.57,-1,0,Junction Choke Points,Stable
cell_12.945_77.571,1264,3,Weekend Event Zones,Emerging
cell_12.945_77.572,-1,0,Junction Choke Points,Stable
cell_12.945_77.573,-1,0,Junction Choke Points,Stable
cell_12.945_77.574,-1,0,Junction Choke Points,Stable
cell_12.945_77.58,996,0,Junction Choke Points,Stable
cell_12.945_77.585,875,0,Junction Choke Points,Stable
cell_12.945_77.586,875,0,Junction Choke Points,Stable
cell_12.945_77.587,-1,1,Night Spillovers,Stable
cell_12.945_77.588,875,4,Freight Obstruction Corridors,Stable
cell_12.945_77.594,890,0,Junction Choke Points,Stable
cell_12.945_77.595,890,0,Junction Choke Points,Stable
cell_12.945_77.596,890,0,Junction Choke Points,Stable
cell_12.945_77.597,889,0,Junction Choke Points,Growing
cell_12.945_77.602,426,1,Night Spillovers,Stable
cell_12.945_77.603,426,0,Junction Choke Points,Stable
cell_12.945_77.607,-1,0,Junction Choke Points,Stable
cell_12.945_77.619,-1,1,Night Spillovers,Stable
cell_12.945_77.62,-1,5,Mixed Risk Zone,Stable
cell_12.945_77.63,-1,0,Junction Choke Points,Stable
cell_12.945_77.698,-1,2,Commercial Arteries,Emerging
cell_12.945_77.699,410,2,Commercial Arteries,Stable
cell_12.945_77.753,-1,4,Freight Obstruction Corridors,Stable
cell_12.946_77.487,58,1,Night Spillovers,Stable
cell_12.946_77.495,58,4,Freight Obstruction Corridors,Stable
cell_12.946_77.496,58,1,Night Spillovers,Stable
cell_12.946_77.526,-1,0,Junction Choke Points,Stable
cell_12.946_77.528,815,0,Junction Choke Points,Stable
cell_12.946_77.529,815,0,Junction Choke Points,Stable
cell_12.946_77.53,-1,0,Junction Choke Points,Stable
cell_12.946_77.531,-1,0,Junction Choke Points,Stable
cell_12.946_77.566,1000,0,Junction Choke Points,Stable
cell_12.946_77.567,1000,0,Junction Choke Points,Stable
cell_12.946_77.568,1000,0,Junction Choke Points,Emerging
cell_12.946_77.569,-1,0,Junction Choke Points,Stable
cell_12.946_77.57,-1,0,Junction Choke Points,Emerging
cell_12.946_77.571,1140,0,Junction Choke Points,Emerging
cell_12.946_77.572,-1,0,Junction Choke Points,Stable
cell_12.946_77.574,-1,0,Junction Choke Points,Stable
cell_12.946_77.579,-1,0,Junction Choke Points,Stable
cell_12.946_77.58,996,0,Junction Choke Points,Stable
cell_12.946_77.586,875,4,Freight Obstruction Corridors,Stable
cell_12.946_77.587,875,4,Freight Obstruction Corridors,Stable
cell_12.946_77.588,875,4,Freight Obstruction Corridors,Stable
cell_12.946_77.589,875,1,Night Spillovers,Stable
cell_12.946_77.595,890,0,Junction Choke Points,Stable
cell_12.946_77.596,890,0,Junction Choke Points,Growing
cell_12.946_77.597,-1,0,Junction Choke Points,Stable
cell_12.946_77.602,426,0,Junction Choke Points,Stable
cell_12.946_77.603,426,5,Mixed Risk Zone,Stable
cell_12.946_77.607,-1,0,Junction Choke Points,Stable
cell_12.946_77.618,-1,1,Night Spillovers,Stable
cell_12.946_77.619,-1,1,Night Spillovers,Stable
cell_12.946_77.698,411,2,Commercial Arteries,Stable
cell_12.946_77.699,351,2,Commercial Arteries,Stable
cell_12.946_77.747,-1,4,Freight Obstruction Corridors,Stable
cell_12.947_77.487,58,1,Night Spillovers,Stable
cell_12.947_77.524,653,0,Junction Choke Points,Stable
cell_12.947_77.525,653,0,Junction Choke Points,Stable
cell_12.947_77.531,-1,0,Junction Choke Points,Stable
cell_12.947_77.532,-1,0,Junction Choke Points,Stable
cell_12.947_77.533,784,0,Junction Choke Points,Stable
cell_12.947_77.534,784,0,Junction Choke Points,Stable
cell_12.947_77.539,-1,1,Night Spillovers,Stable
cell_12.947_77.553,-1,4,Freight Obstruction Corridors,Stable
cell_12.947_77.564,-1,4,Freight Obstruction Corridors,Stable
cell_12.947_77.565,-1,4,Freight Obstruction Corridors,Stable
cell_12.947_77.566,1000,0,Junction Choke Points,Stable
cell_12.947_77.568,1000,0,Junction Choke Points,Stable
cell_12.947_77.569,-1,0,Junction Choke Points,Stable
cell_12.947_77.57,1077,0,Junction Choke Points,Growing
cell_12.947_77.572,-1,0,Junction Choke Points,Stable
cell_12.947_77.574,-1,4,Freight Obstruction Corridors,Stable
cell_12.947_77.579,997,0,Junction Choke Points,Stable
cell_12.947_77.58,997,0,Junction Choke Points,Stable
cell_12.947_77.588,875,1,Night Spillovers,Stable
cell_12.947_77.59,874,0,Junction Choke Points,Growing
cell_12.947_77.591,874,0,Junction Choke Points,Stable
cell_12.947_77.592,874,0,Junction Choke Points,Stable
cell_12.947_77.593,-1,1,Night Spillovers,Stable
cell_12.947_77.594,890,0,Junction Choke Points,Stable
cell_12.947_77.595,890,0,Junction Choke Points,Stable
cell_12.947_77.598,-1,4,Freight Obstruction Corridors,Stable
cell_12.947_77.602,426,0,Junction Choke Points,Stable
cell_12.947_77.618,-1,1,Night Spillovers,Stable
cell_12.947_77.628,291,1,Night Spillovers,Stable
cell_12.947_77.629,291,1,Night Spillovers,Stable
cell_12.947_77.649,-1,2,Commercial Arteries,Stable
cell_12.947_77.699,351,2,Commercial Arteries,Stable
cell_12.947_77.746,-1,4,Freight Obstruction Corridors,Stable
cell_12.948_77.506,58,0,Junction Choke Points,Stable
cell_12.948_77.523,660,0,Junction Choke Points,Stable
cell_12.948_77.524,653,0,Junction Choke Points,Stable
cell_12.948_77.533,784,1,Night Spillovers,Stable
cell_12.948_77.534,784,0,Junction Choke Points,Stable
cell_12.948_77.535,784,1,Night Spillovers,Declining
cell_12.948_77.553,-1,1,Night Spillovers,Stable
cell_12.948_77.559,-1,1,Night Spillovers,Stable
cell_12.948_77.564,-1,1,Night Spillovers,Stable
cell_12.948_77.568,1000,0,Junction Choke Points,Growing
cell_12.948_77.572,994,0,Junction Choke Points,Stable
cell_12.948_77.573,994,0,Junction Choke Points,Stable
cell_12.948_77.574,-1,0,Junction Choke Points,Stable
cell_12.948_77.575,-1,0,Junction Choke Points,Stable
cell_12.948_77.576,1002,0,Junction Choke Points,Stable
cell_12.948_77.577,1002,0,Junction Choke Points,Stable
cell_12.948_77.579,997,0,Junction Choke Points,Stable
cell_12.948_77.58,997,0,Junction Choke Points,Emerging
cell_12.948_77.59,874,4,Freight Obstruction Corridors,Stable
cell_12.948_77.591,874,0,Junction Choke Points,Stable
cell_12.948_77.593,-1,0,Junction Choke Points,Stable
cell_12.948_77.594,-1,0,Junction Choke Points,Stable
cell_12.948_77.597,-1,0,Junction Choke Points,Stable
cell_12.948_77.598,-1,0,Junction Choke Points,Stable
cell_12.948_77.599,-1,4,Freight Obstruction Corridors,Stable
cell_12.948_77.601,426,0,Junction Choke Points,Stable
cell_12.948_77.602,426,0,Junction Choke Points,Stable
cell_12.948_77.603,426,0,Junction Choke Points,Stable
cell_12.948_77.619,-1,4,Freight Obstruction Corridors,Stable
cell_12.948_77.62,-1,1,Night Spillovers,Stable
cell_12.948_77.622,-1,5,Mixed Risk Zone,Stable
cell_12.948_77.623,-1,5,Mixed Risk Zone,Stable
cell_12.948_77.628,291,0,Junction Choke Points,Stable
cell_12.948_77.641,-1,1,Night Spillovers,Stable
cell_12.948_77.699,384,2,Commercial Arteries,Emerging
cell_12.948_77.7,-1,2,Commercial Arteries,Stable
cell_12.949_77.488,58,1,Night Spillovers,Stable
cell_12.949_77.489,58,1,Night Spillovers,Stable
cell_12.949_77.499,58,1,Night Spillovers,Stable
cell_12.949_77.5,58,1,Night Spillovers,Stable
cell_12.949_77.506,58,1,Night Spillovers,Stable
cell_12.949_77.522,-1,5,Mixed Risk Zone,Stable
cell_12.949_77.523,660,1,Night Spillovers,Stable
cell_12.949_77.524,660,5,Mixed Risk Zone,Stable
cell_12.949_77.536,783,4,Freight Obstruction Corridors,Stable
cell_12.949_77.537,783,4,Freight Obstruction Corridors,Stable
cell_12.949_77.57,-1,0,Junction Choke Points,Stable
cell_12.949_77.572,994,0,Junction Choke Points,Stable
cell_12.949_77.575,-1,0,Junction Choke Points,Stable
cell_12.949_77.576,1002,0,Junction Choke Points,Stable
cell_12.949_77.577,1002,0,Junction Choke Points,Emerging
cell_12.949_77.578,1002,0,Junction Choke Points,Stable
cell_12.949_77.579,997,0,Junction Choke Points,Stable
cell_12.949_77.58,997,0,Junction Choke Points,Stable
cell_12.949_77.593,-1,0,Junction Choke Points,Stable
cell_12.949_77.594,-1,0,Junction Choke Points,Stable
cell_12.949_77.597,913,0,Junction Choke Points,Growing
cell_12.949_77.598,914,0,Junction Choke Points,Emerging
cell_12.949_77.599,-1,1,Night Spillovers,Stable
cell_12.949_77.601,426,0,Junction Choke Points,Stable
cell_12.949_77.602,426,0,Junction Choke Points,Stable
cell_12.949_77.606,423,0,Junction Choke Points,Stable
cell_12.949_77.62,-1,1,Night Spillovers,Stable
cell_12.949_77.627,291,0,Junction Choke Points,Stable
cell_12.949_77.628,291,0,Junction Choke Points,Stable
cell_12.949_77.639,-1,1,Night Spillovers,Stable
cell_12.949_77.689,182,1,Night Spillovers,Stable
cell_12.949_77.698,-1,5,Mixed Risk Zone,Stable
cell_12.949_77.699,-1,2,Commercial Arteries,Stable
cell_12.949_77.7,-1,2,Commercial Arteries,Stable
cell_12.949_77.745,-1,4,Freight Obstruction Corridors,Stable
cell_12.94_77.493,58,1,Night Spillovers,Stable
cell_12.94_77.523,790,5,Mixed Risk Zone,Stable
cell_12.94_77.524,790,5,Mixed Risk Zone,Growing
cell_12.94_77.525,790,1,Night Spillovers,Stable
cell_12.94_77.532,-1,5,Mixed Risk Zone,Stable
cell_12.94_77.549,315,1,Night Spillovers,Stable
cell_12.94_77.558,625,1,Night Spillovers,Stable
cell_12.94_77.564,-1,4,Freight Obstruction Corridors,Stable
cell_12.94_77.565,-1,1,Night Spillovers,Stable
cell_12.94_77.566,999,1,Night Spillovers,Stable
cell_12.94_77.567,999,1,Night Spillovers,Stable
cell_12.94_77.571,-1,0,Junction Choke Points,Stable
cell_12.94_77.572,1007,1,Night Spillovers,Stable
cell_12.94_77.573,1007,0,Junction Choke Points,Emerging
cell_12.94_77.574,1007,0,Junction Choke Points,Stable
cell_12.94_77.577,586,0,Junction Choke Points,Stable
cell_12.94_77.58,565,0,Junction Choke Points,Stable
cell_12.94_77.581,565,0,Junction Choke Points,Stable
cell_12.94_77.584,887,0,Junction Choke Points,Emerging
cell_12.94_77.585,891,1,Night Spillovers,Stable
cell_12.94_77.598,491,0,Junction Choke Points,Stable
